,,,,,,,
,,,,,,,
135,TENIŠKI KLUB MURSKA SOBOTA,MU-SO,RAZLAGOVA ULICA 27,9000,primoz.starcic@gmail.com,41625225,
100,TENIŠKI KLUB NOVA GORICA,N.GOR,ŠPORTNA ZVEZA,5000,tkgorica.ng@gmail.com,31876810,tkgorica.si
1001,Teniški klub Polzela,POLZE,Polzela 8,3313,ivan.kapitler@saspro.si,041 783 092,http://www.tenis-klub-polzela.org/
153,TENIŠKI KLUB PORTOVALD,PVALD,ŠEGOVA ULICA 106,8000,nmtenis@gmail.com,041 557 857,www.tenis-portovald.si
40,TENIŠKI KLUB PTUJ,PTUJ,POT V TOPLICE 10,2250,mljet@yahoo.com,40304897,
878,TENIŠKI KLUB RADOMLJE,RADOM,ŠLANDROVA ULICA 1,1235,andrej.krasevec1@gmail.com,041-238-239,http://www.tk-radomlje.si
36,TENIŠKI KLUB RADOVLJICA,RADOV,GORENJSKA CESTA 26,4240,mitja.skaza@telemach.net,41772662,www.teniski-klub-radovljica.si
261,TENIŠKI KLUB ROGAŠKA CRYSTAL,ROGAŠ,Šlandrova ul. 14,3250,zerak@t-1.si,41826360,
617,TENIŠKI KLUB SLOVENSKE KONJICE,SL-KO,TATTENBACHOVA ULICA 5,3210,tk.konjice@gmail.com,40338296,www.teniskonjice.org
1111,TENIŠKI KLUB SPIN MEDVODE,TKMED,Spodnje Pirniče 36C,1215,knezdomen@gmail.com,31505453,
616,TENIŠKI KLUB STRAŽIŠČE,STRAŽ,JERNEJEVA ULICA 12,4000,info@sco.si,04 231 45 55,tenstraz.si
20,TENIŠKI KLUB SVOBODA,SV-LJ,GERBIČEVA 61/A,1000,tk.svoboda@gmail.com,41646309,
529,TENIŠKI KLUB ŠENTJUR,ŠENTJ,ULICA DUŠANA KVEDRA 11,3230,tadej.kincl@siol.net,041 759 670,www.tk-sentjur.si
145,TENIŠKI KLUB ŠPORT PLUS,ŠPLUS,PETKOVA 2,1231,tksportplus@gmail.com,01 500 76 65,http://www.sportplus.si
67,TENIŠKI KLUB TRBOVLJE,TRBOV,KOLONIJA 1. MAJA 3A,1420,tenis.trbovlje@telemach.net,41752195,
9,TENIŠKI KLUB TRIGLAV KRANJ,TR-KR,PARTIZANSKA CESTA 22,4000,tktriglav@siol.net,04/2360290,www.triglav.si
168,TENIŠKI KLUB VRHNIKA,VRHNI,Tržaška cesta 9,1360,matjazstare@gmail.com,41356148,
171,TENIŠKO DRUŠTVO SLOVAN LJUBLJANA,SL-LJ,Gortanova 21,1110,info@tdslovan.si,31601601,
784,TENIŠKO DRUŠTVO TA LOS VANGANELOS,TALOS,VANGANEL 9 A,6000,info@losvanganelos.si,41766271,
1114,TENIŠKO DRUŠTVO TADORA SVEČANE,TDTAD,Svečane 2 A,2214,igor.fris@hoffmann.si,041 626 577,
262,TENIŠKO DRUŠTVO TOP TEN MOJSTRANA,TOPTE,Alojza Rabiča 42A,4280,bogdan.jansa@telemack.net,41729017,
148,TENNIS ACADEMY-ŠPORTNI KLUB BRESKVAR,TABRE,TESOVNIKOVA 74c,1000,tennis.breskvar@siol.net,01 568 38 19,http://www.tenis-klub-breskvar.si
30,ŽELEZNIČARSKI TENIŠKI KLUB LJUBLJANA,TC-LJ,MILČINSKEGA 2,1000,tcljubljana@siol.net,41355409,
4,ŽELEZNIČARSKI TENIŠKI KLUB MARIBOR,ŽTKMB,POPOVIČEVA ULICA 8,2000,info@ztk.si,,http://www.ztk.si/
